Geo Point;Geo Shape;gml_id;id;nom;code_insee;nom_com;longitude;latitude
48.284899372897314, -1.8886949416248175;"{""coordinates"": [-1.888694941624818, 48.284899372897314], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@CRCCE;D35ARCOM@CRCCE;Cardroc Centre;35050;Cardroc;-1.88869;48.2849
48.461499246799775, -2.9498199779886067;"{""coordinates"": [-2.949819977988607, 48.461499246799775], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500129;D221500129;Le Bourg;22045;Cohiniac;-2.949631;48.46151
48.59919999905016, -1.9724100000000202;"{""coordinates"": [-1.97241, 48.59919999905016], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@SJOCE;D35ARCOM@SJOCE;Saint-Jouan Centre;35284;Saint-Jouan-des-Guérets;-1.97241;48.5992
48.569113511271716, -2.1309923019428725;"{""coordinates"": [-2.130992301942872, 48.569113511271716], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500540;D221500540;PLOUBALAY Zone Artisanale;22209;Beaussais-sur-Mer;-2.1308615;48.56914
48.10481427349316, -1.7406482261272735;"{""coordinates"": [-1.740648226127274, 48.10481427349316], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@RNTROI;D35ARCOM@RNTROI;Vezin Trois Marches;35353;Vezin-le-Coquet;-1.74065;48.105
47.75807484129724, -2.780066886483656;"{""coordinates"": [-2.780066886483656, 47.75807484129724], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.DREGLRRNS:ST:LOP6A1;DREGLRRNS:ST:LOP6A1;LOCMARIA GRAND CHAMP_Collec;56115;Locmaria-Grand-Champ;-2.7804322;47.757977
48.10743391402671, -1.6749937949699616;"{""coordinates"": [-1.674993794969962, 48.10743391402671], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35RNTNB1;D35RNTNB1;Rennes/ Liberté TNB;35238;Rennes;-1.67508;48.1076
47.68421790316503, -2.2139885006954843;"{""coordinates"": [-2.213988500695484, 47.68421790316503], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000023;D562000023;Église;56221;Saint-Jacut-les-Pins;-2.214087;47.684277
48.401431519037416, -4.501310353260678;"{""coordinates"": [-4.501310353260678, 48.401431519037416], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500303;D29500303;Kermenguy;29019;Brest;-4.50165;48.40163
48.190459279447914, -2.1876020842500203;"{""coordinates"": [-2.18760208425002, 48.190459279447914], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501162;D221501162;ST MEEN LE GRAND Rue du Chanoine Bouffort;35297;Saint-Méen-le-Grand;-2.187602;48.19049
48.511211544549546, -2.510982688600028;"{""coordinates"": [-2.510982688600028, 48.511211544549546], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501221;D221501221;ST AARON Coquelin;22093;Lamballe-Armor;-2.5109828;48.51121
48.5110846908496, -2.4877350704999923;"{""coordinates"": [-2.487735070499992, 48.5110846908496], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501218;D221501218;Saint-Aaron Centre;22093;Lamballe-Armor;-2.487735;48.511086
48.51206456734954, -2.775302808299983;"{""coordinates"": [-2.775302808299983, 48.51206456734954], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501024;D221501024;ST BRIEUC Etb M-Balavenne;22278;Saint-Brieuc;-2.775303;48.512066
47.810189009552275, -2.3869356116350504;"{""coordinates"": [-2.38693561163505, 47.810189009552275], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000243;D562000243;Marché;56124;Malestroit;-2.3869758;47.810207
48.405770093868256, -4.484820845482805;"{""coordinates"": [-4.484820845482805, 48.405770093868256], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500299;D29500299;Kerichen Lycée;29019;Brest;-4.4847994;48.40639
48.34202471040058, -1.290027334227161;"{""coordinates"": [-1.290027334227161, 48.34202471040058], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D356473;D356473;ROMAGNE Les Estuaires;35243;Romagné;-1.2900274;48.342026
47.70310184588127, -2.9284537578816066;"{""coordinates"": [-2.928453757881607, 47.70310184588127], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000050;D562000050;Mériadec Kerhouil;56175;Plumergat;-2.9284563;47.703087
48.48000860640679, -4.336784990106914;"{""coordinates"": [-4.336784990106914, 48.48000860640679], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505824;D29505824;Bourg;29268;Saint-Thonan;-4.336643;48.479996
47.7960275301022, -4.280422924287366;"{""coordinates"": [-4.280422924287366, 47.7960275301022], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501618;D29501618;Place de la Petite Sole;29072;Le Guilvinec;-4.280538;47.795986
48.50286797565706, -4.425436170292307;"{""coordinates"": [-4.425436170292307, 48.50286797565706], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503058;D29503058;Bourg;29160;Plabennec;-4.4253798;48.50307
48.354734946310366, -1.2099527354436501;"{""coordinates"": [-1.20995273544365, 48.354734946310366], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D352834;D352834;FOUGERES Château;35115;Fougères;-1.2102385;48.354668
48.11416613719955, -1.6219485410706291;"{""coordinates"": [-1.621948541070629, 48.11416613719955], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35704;D35704;Cesson-Sévigné/Taillis;35051;Cesson-Sévigné;-1.62189;48.114147
47.95080801877557, -4.023383993003156;"{""coordinates"": [-4.023383993003156, 47.95080801877557], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505574;D29505574;Croas Kerhornou;29247;Saint-Évarzec;-4.0233135;47.95079
48.06175503044282, -1.5243828206962005;"{""coordinates"": [-1.5243828206962, 48.06175503044282], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351509;D351509;Domloup/Centre;35099;Domloup;-1.524217;48.06204
48.523182107740574, -2.001768898780893;"{""coordinates"": [-2.001768898780893, 48.523182107740574], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500812;D221500812;PLOUER Coll. Val de Rance;22213;Plouër-sur-Rance;-2.0017009;48.52319
47.86999569909058, -4.236328131622177;"{""coordinates"": [-4.236328131622177, 47.86999569909058], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503585;D29503585;Le Hellen-Canapé;29174;Plonéour-Lanvern;-4.2363586;47.870136
48.29696394140046, -1.9437461570517465;"{""coordinates"": [-1.943746157051746, 48.29696394140046], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35BECCE1;D35BECCE1;Bécherel/Centre;35022;Bécherel;-1.94378;48.297
48.44747016020091, -4.760293282813431;"{""coordinates"": [-4.760293282813431, 48.44747016020091], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502067;D29502067;Place du Bourg;29098;Lampaul-Plouarzel;-4.760279;48.44752
48.040528324603, -1.4907391378275494;"{""coordinates"": [-1.490739137827549, 48.040528324603], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351889;D351889;Châteaugiron/La Cigogne;35069;Châteaugiron;-1.49058;48.040516
48.48908119332632, -2.0377665547166774;"{""coordinates"": [-2.037766554716677, 48.48908119332632], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501201;D221501201;ST SAMSON Zone Artisanale;22327;Saint-Samson-sur-Rance;-2.0391645;48.489147
48.550741383249814, -4.541740001699969;"{""coordinates"": [-4.541740001699969, 48.550741383249814], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29506298;D29506298;Joseph Mouden;29290;Tréglonou;-4.54174;48.550743
47.96214134466449, -1.5082361373791355;"{""coordinates"": [-1.508236137379136, 47.96214134466449], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351232;D351232;Janzé/Gendarmerie;35136;Janzé;-1.508221;47.96211
47.80992483053734, -1.9466955268001287;"{""coordinates"": [-1.946695526800129, 47.80992483053734], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351360;D351360;Pipriac/Champ de Foire;35219;Pipriac;-1.946609;47.810017
47.85650530414271, -3.864528723540807;"{""coordinates"": [-3.864528723540807, 47.85650530414271], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29506336;D29506336;Kerouel;29293;Trégunc;-3.8636427;47.856407
48.48366156510337, -2.577544159197879;"{""coordinates"": [-2.577544159197879, 48.48366156510337], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500116;D221500116;Belle Ville;22044;Coëtmieux;-2.5775476;48.483654
48.04858732530085, -1.928340619716969;"{""coordinates"": [-1.928340619716969, 48.04858732530085], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35STUCOSS1;D35STUCOSS1;St Thurial /Cossinade;35319;Saint-Thurial;-1.92833;48.0486
48.017191415131975, -2.169934684156968;"{""coordinates"": [-2.169934684156968, 48.017191415131975], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35PAICE1;D35PAICE1;Paimpont/ Centre;35211;Paimpont;-2.16988;48.0172
48.365094372140376, -3.7132176442206495;"{""coordinates"": [-3.713217644220649, 48.365094372140376], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501828;D29501828;La Coudraie;29227;Poullaouen;-3.71326;48.365177
48.6060711760169, -2.1507003669843425;"{""coordinates"": [-2.150700366984343, 48.6060711760169], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500322;D221500322;Eglise;22094;Lancieux;-2.1507106;48.60607
47.87307333492452, -3.0207779364117897;"{""coordinates"": [-3.02077793641179, 47.87307333492452], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.DREGLRRNS:BAU1A1;DREGLRRNS:BAU1A1;Place du Champ de Foire;56010;Baud;-3.0207374;47.87299
48.10900302941713, -1.6979423469858483;"{""coordinates"": [-1.697942346985848, 48.10900302941713], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35RNLOR1;D35RNLOR1;Rennes /Guilloux -Lorient;35238;Rennes;-1.69796;48.1091
48.580154639732086, -2.058940132700772;"{""coordinates"": [-2.058940132700772, 48.580154639732086], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35PLTMAI1;D35PLTMAI1;Pleurtuit /Mairie;35228;Pleurtuit;-2.05888;48.5799
48.30917328698619, -1.8220296243337182;"{""coordinates"": [-1.822029624333718, 48.30917328698619], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35TINBESN1;D35TINBESN1;Tinténiac/ La Besnelais;35337;Tinténiac;-1.82195;48.3092
48.5791682606463, -2.5629716190323877;"{""coordinates"": [-2.562971619032388, 48.5791682606463], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500859;D221500859;Dahouët Le Port;22186;Pléneuf-Val-André;-2.562996;48.57917
47.81734935144117, -2.812164296574013;"{""coordinates"": [-2.812164296574013, 47.81734935144117], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.DREGLRRNS:COL7B1;DREGLRRNS:COL7B1;Place Villa Vicentina;56042;Colpo;-2.8121;47.81737
48.25733457340053, -1.516267788232871;"{""coordinates"": [-1.516267788232871, 48.25733457340053], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D352824;D352824;ERCE-PRES-LIFFRE Bourg;35107;Ercé-près-Liffré;-1.5162714;48.257225
48.57296619910142, -4.582919948925859;"{""coordinates"": [-4.582919948925859, 48.57296619910142], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502406;D29502406;Prat ar Coum;29117;Lannilis;-4.58281;48.57293
48.27676538407925, -4.493196251971644;"{""coordinates"": [-4.493196251971644, 48.27676538407925], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502448;D29502448;Le Fret Poteau;29120;Lanvéoc;-4.493389;48.276943
47.93664746690754, -4.0229209873236655;"{""coordinates"": [-4.022920987323666, 47.93664746690754], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505517;D29505517;Bourg-Mairie;29247;Saint-Évarzec;-4.0229077;47.93664
48.24546986045586, -3.344288303508054;"{""coordinates"": [-3.344288303508054, 48.24546986045586], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500974;D221500974;Lanhellen;22266;Rostrenen;-3.3441048;48.245483
48.54538285058957, -2.2296235717848;"{""coordinates"": [-2.2296235717848, 48.54538285058957], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501140;D221501140;ST LORMEL Eglise;22311;Saint-Lormel;-2.2297165;48.545475
48.56969809112699, -2.817712478467315;"{""coordinates"": [-2.817712478467315, 48.56969809112699], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500806;D221500806;Centre;22251;Pordic;-2.817647;48.569683
47.554027503642786, -2.554596905712947;"{""coordinates"": [-2.554596905712947, 47.554027503642786], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000049;D562000049;Requerio;56002;Ambon;-2.554647;47.553993
48.781814600851376, -3.1271171822999806;"{""coordinates"": [-3.127117182299981, 48.781814600851376], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500719;D221500719;Kergruyant;22196;Pleudaniel;-3.1271172;48.781815
47.91672186215025, -3.3382481960210235;"{""coordinates"": [-3.338248196021024, 47.91672186215025], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000489;D562000489;Cimetière;56166;Plouay;-3.3382196;47.916668
47.66599391369294, -2.7948964877958913;"{""coordinates"": [-2.794896487795891, 47.66599391369294], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000013;D562000013;Kergrain;56260;Vannes;-2.7947953;47.666176
48.529333068932566, -2.0052983296413;"{""coordinates"": [-2.0052983296413, 48.529333068932566], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500810;D221500810;PLOUER Coll. St Stanislas;22213;Plouër-sur-Rance;-2.005312;48.52937
47.970455046243124, -3.9738840108290496;"{""coordinates"": [-3.97388401082905, 47.970455046243124], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505924;D29505924;Le Roudou;29272;Saint-Yvi;-3.973897;47.970455
48.33507125386096, -4.286901635783607;"{""coordinates"": [-4.286901635783607, 48.33507125386096], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502668;D29502668;Prat an Dour;29137;Logonna-Daoulas;-4.2878633;48.334747
47.80663640219619, -3.0106533093970427;"{""coordinates"": [-3.010653309397043, 47.80663640219619], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000514;D562000514;Route de Kerdonio;56031;Camors;-3.0105488;47.80667
48.53302181200876, -2.4151791978320336;"{""coordinates"": [-2.415179197832034, 48.53302181200876], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500301;D221500301;St Gueltas;22077;Hénansal;-2.415161;48.532997
48.49704042304951, -2.66394800829998;"{""coordinates"": [-2.66394800829998, 48.49704042304951], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501356;D221501356;Château;22081;Hillion;-2.663948;48.49704
47.79614583702842, -4.218482411793727;"{""coordinates"": [-4.218482411793727, 47.79614583702842], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503229;D29503229;Rue du Docteur Fléming;29165;Plobannalec-Lesconil;-4.2184815;47.796127
48.6114292933502, -2.830615000400028;"{""coordinates"": [-2.830615000400028, 48.6114292933502], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500029;D221500029;BINIC Les Prés Calans;22055;Binic - Étables-sur-Mer;-2.830615;48.61143
48.78025276387248, -3.0610792158120597;"{""coordinates"": [-3.06107921581206, 48.78025276387248], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500519;D221500519;Lycée Kerraoul;22162;Paimpol;-3.0611503;48.780243
48.56379829472168, -3.155457753821463;"{""coordinates"": [-3.155457753821463, 48.56379829472168], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500235;D221500235;St Sauveur;22070;Guingamp;-3.155118;48.563747
47.675321842246696, -3.1715069549626036;"{""coordinates"": [-3.171506954962604, 47.675321842246696], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000280;D562000280;La Poste;56013;Belz;-3.171591;47.675247
48.09703721494695, -4.0002136744999985;"{""coordinates"": [-4.000213674499999, 48.09703721494695], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500434;D29500434;Stade;29020;Briec;-4.0002136;48.09704
48.137100793135474, -1.9476585759535059;"{""coordinates"": [-1.947658575953506, 48.137100793135474], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@M/MPARK;D35ARCOM@M/MPARK;Montfort sur Meu Parking Foch;35188;Montfort-sur-Meu;-1.94773;48.1371
48.61989999905028, -2.1062300000000707;"{""coordinates"": [-2.10623, 48.61989999905028], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SLUCLOS1;D35SLUCLOS1;Saint-Lunaire/ Le Cos du Moulinet;35287;Saint-Lunaire;-2.10623;48.6199
48.44188732087118, -2.0735337706981283;"{""coordinates"": [-2.073533770698128, 48.44188732087118], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501282;D221501282;Clos Gastel;22364;Trélivan;-2.0734499;48.441902
48.78528290025954, -3.2333772884118273;"{""coordinates"": [-3.233377288411827, 48.78528290025954], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501257;D221501257;Lycée J. Savina;22362;Tréguier;-3.2336354;48.785294
48.09004904134397, -3.0098088430563887;"{""coordinates"": [-3.009808843056389, 48.09004904134397], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000037;D562000037;Porhors;56041;Cléguérec;-3.0098033;48.09011
48.06237136835963, -4.27906968204076;"{""coordinates"": [-4.27906968204076, 48.06237136835963], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501865;D29501865;Embranchement;29087;Le Juch;-4.2791524;48.06271
48.65708502515184, -2.8450594371403546;"{""coordinates"": [-2.845059437140355, 48.65708502515184], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501191;D221501191;ST QUAY PX La Vallée;22325;Saint-Quay-Portrieux;-2.844981;48.657097
47.99493725717711, -4.102952724268996;"{""coordinates"": [-4.102952724268996, 47.99493725717711], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505176;D29505176;Saint Corentin;29232;Quimper;-4.102939;47.994892
48.581447477620834, -2.1395290644901865;"{""coordinates"": [-2.139529064490187, 48.581447477620834], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500537;D221500537;PLOUBALAY Eglise;22209;Beaussais-sur-Mer;-2.1392844;48.581387
48.41817423636519, -2.635253372044254;"{""coordinates"": [-2.635253372044254, 48.41817423636519], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500908;D221500908;Bignon;22258;Quessoy;-2.635307;48.418278
47.60643397433145, -2.6013042599962075;"{""coordinates"": [-2.601304259996208, 47.60643397433145], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000012;D562000012;Bas Du Bourg;56259;La Trinité-Surzur;-2.60132;47.60641
48.28484690484815, -3.773634851399999;"{""coordinates"": [-3.773634851399999, 48.28484690484815], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500805;D29500805;Eglise;29036;Collorec;-3.773635;48.284847
48.10829687815658, -1.6942534797904802;"{""coordinates"": [-1.69425347979048, 48.10829687815658], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35RNCHEQ1;D35RNCHEQ1;Rennes /Chèques Postaux;35238;Rennes;-1.69364;48.1085
47.5204453130749, -2.58528787684134;"{""coordinates"": [-2.58528787684134, 47.5204453130749], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000170;D562000170;Kerhellec;56052;Damgan;-2.5852861;47.52044
48.654229586217426, -4.185648227986905;"{""coordinates"": [-4.185648227986905, 48.654229586217426], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503947;D29503947;Crinou;29185;Plouescat;-4.185532;48.654217
48.574204409752014, -3.216872436164168;"{""coordinates"": [-3.216872436164168, 48.574204409752014], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500837;D221500837;zone de Kerizac;22223;Plouisy;-3.216885;48.574146
47.98943314684633, -3.970906003100021;"{""coordinates"": [-3.970906003100021, 47.98943314684633], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501241;D29501241;Kerdilès;29051;Ergué-Gabéric;-3.970906;47.989433
48.41574542703951, -4.486781278710352;"{""coordinates"": [-4.486781278710352, 48.41574542703951], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500293;D29500293;Giloux;29019;Brest;-4.4869995;48.415726
48.52681483339987, -2.399599986048421;"{""coordinates"": [-2.399599986048421, 48.52681483339987], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501091;D221501091;ST DENOUAL Centre;22286;Saint-Denoual;-2.3996055;48.52683
47.760580846644984, -2.13973701929999;"{""coordinates"": [-2.13973701929999, 47.760580846644984], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000088;D562000088;Graslia;56061;La Gacilly;-2.1397371;47.760582
48.54079092887019, -2.3973081912950076;"{""coordinates"": [-2.397308191295008, 48.54079092887019], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500246;D221500246;Croisement;22076;Hénanbihen;-2.397427;48.540833
48.510299146991436, -1.9517695970332032;"{""coordinates"": [-1.951769597033203, 48.510299146991436], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500589;D221500589;PLEUDIHEN Eglise;22197;Pleudihen-sur-Rance;-1.9519228;48.510517
48.49304679833717, -2.0178212858992426;"{""coordinates"": [-2.017821285899243, 48.49304679833717], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501215;D221501215;ST SAMSON Vau Garni;22327;Saint-Samson-sur-Rance;-2.0178385;48.49313
48.547353939521294, -4.35146795482481;"{""coordinates"": [-4.35146795482481, 48.547353939521294], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503835;D29503835;Kervillard;29179;Ploudaniel;-4.351245;48.547333
47.81761500264535, -2.1328495592000367;"{""coordinates"": [-2.132849559200037, 47.81761500264535], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000027;D562000027;Hôpital;56033;Carentoir;-2.1328495;47.817616
48.40250693364884, -4.46753838379998;"{""coordinates"": [-4.46753838379998, 48.40250693364884], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500358;D29500358;Strasbourg rue Louppe;29019;Brest;-4.4675384;48.402508
48.137892779008205, -1.86949755218862;"{""coordinates"": [-1.86949755218862, 48.137892779008205], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SGIPIER1;D35SGIPIER1;St Gilles /Pierre Blanche;35275;Saint-Gilles;-1.86944;48.138
48.807576980237194, -3.1058009722804245;"{""coordinates"": [-3.105800972280425, 48.807576980237194], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500351;D221500351;Kervoas-huellan;22127;Lézardrieux;-3.1055167;48.807575
48.19042923575839, -2.4230143349206767;"{""coordinates"": [-2.423014334920677, 48.19042923575839], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35MERLYCA2;D35MERLYCA2;Merdrignac /Lycée Agricole;22147;Merdrignac;-2.42291;48.1904
48.43103320143317, -4.4670390276013725;"{""coordinates"": [-4.467039027601373, 48.43103320143317], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501461;D29501461;Porte de Gouesnou;29061;Gouesnou;-4.4669986;48.431015
48.3463246554011, -3.2136933261682654;"{""coordinates"": [-3.213693326168265, 48.3463246554011], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500421;D221500421;Eglise;22115;Lanrivain;-3.213582;48.346355
48.64038088886741, -2.0086511447003255;"{""coordinates"": [-2.008651144700325, 48.64038088886741], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501155;D221501155;ST MALO Maupertuis;35288;Saint-Malo;-2.008759;48.64039
48.32609999904842, -1.8304299999999702;"{""coordinates"": [-1.83043, 48.32609999904842], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35TINCPRI1;D35TINCPRI1;Tinténiac /Collège St-Joseph;35337;Tinténiac;-1.83043;48.3261
47.762281717610904, -3.3480617652228273;"{""coordinates"": [-3.348061765222827, 47.762281717610904], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000421;D562000421;Quai 9;56098;Lanester;-3.348096;47.762478
48.69715786521095, -2.9402666361738503;"{""coordinates"": [-2.94026663617385, 48.69715786521095], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500794;D221500794;Dernier sou;22222;Plouha;-2.9403396;48.697132
48.60505349410145, -4.516121260054274;"{""coordinates"": [-4.516121260054274, 48.60505349410145], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29504242;D29504242;Kerféré;29195;Plouguerneau;-4.515851;48.604996
48.18551908525683, -2.181237380498907;"{""coordinates"": [-2.181237380498907, 48.18551908525683], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SMELOUI2;D35SMELOUI2;St Méen/ Rue Lousion Bobet;35297;Saint-Méen-le-Grand;-2.18123;48.1855
48.46062732713918, -4.265863812094814;"{""coordinates"": [-4.265863812094814, 48.46062732713918], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502167;D29502167;Maréchal Leclerc;29103;Landerneau;-4.266015;48.4608
48.004828476609525, -1.775155608418298;"{""coordinates"": [-1.775155608418298, 48.004828476609525], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351321;D351321;Bruz/Pont-Réan;35047;Bruz;-1.775226;48.004677
48.488288808757936, -4.292708062395282;"{""coordinates"": [-4.292708062395282, 48.488288808757936], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503781;D29503781;Mescoden;29179;Ploudaniel;-4.293047;48.488823
47.74239388916268, -2.6807635061167034;"{""coordinates"": [-2.680763506116703, 47.74239388916268], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000576;D562000576;Place Anne de Bretagne;56137;Monterblanc;-2.6807518;47.742386
48.12382838306579, -1.4508434444761238;"{""coordinates"": [-1.450843444476124, 48.12382838306579], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35712;D35712;Servon-sur-Vilaine/La Janaie;35327;Servon-sur-Vilaine;-1.4507381;48.123657
47.897822715516064, -1.968511563133383;"{""coordinates"": [-1.968511563133383, 47.897822715516064], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D3512929;D3512929;Mernel/Centre;35175;Mernel;-1.96856;47.8979
48.050278954309675, -1.8616175492415594;"{""coordinates"": [-1.861617549241559, 48.050278954309675], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35B/MECOL1;D35B/MECOL1;Bréal/Maladrie;35037;Bréal-sous-Montfort;-1.86162;48.05025
48.4538860528815, -2.0482692832428784;"{""coordinates"": [-2.048269283242878, 48.4538860528815], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@DINDUC;D35ARCOM@DINDUC;Dinan Place Duclos;22050;Dinan;-2.04837;48.4539
48.53089999904967, -1.9155800000000331;"{""coordinates"": [-1.91558, 48.53089999904967], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@MIMCOST;D35ARCOM@MIMCOST;Miniac-Morvan Gare;35179;Miniac-Morvan;-1.91558;48.5309
48.53232496530441, -4.4466318993792235;"{""coordinates"": [-4.446631899379224, 48.53232496530441], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29504566;D29504566;Caelen;29209;Plouvien;-4.4466;48.53229
